_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
251,Public Art & Monuments Collection - City-Owned,9,Kingston Road and Danforth Avenue,Unknown,Scarborough War Memorial,"masonry, bronze",None,Existing,scarboroughwar.jpg,https://www.toronto.ca/ext/pln/publicart/scarboroughwar.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/scarboroughwar.jpg,None,20,Scarborough Southwest,1921,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.25386979, 43.70210367]]}"
252,Public Art & Monuments Collection - City-Owned,31,Lawrence Avenue East and Markham Road,Unknown,Secor Cairn,masonry,None,Existing,secorcairn.jpg,https://www.toronto.ca/ext/pln/publicart/secorcairn.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/secorcairn.jpg,None,24,Scarborough-Guildwood,1960,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.222647, 43.754822]]}"
253,Public Art & Monuments Collection - City-Owned,18,"Exhibition Place, Canadian National Exhibition Grounds","Keck, Charles",Shrine Peace Memorial,"bronze, masonry",None,Existing,shrine_peace.jpg,https://www.toronto.ca/ext/pln/publicart/shrine_peace.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/shrine_peace.jpg,None,10,Spadina-Fort York,1930,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.422227, 43.630815]]}"
254,Public Art & Monuments Collection - City-Owned,19,University Avenue and Queen Street,"Hahn, Emanuel",Sir Adam Beck,"bronze, masonry",None,Existing,adambeck1.jpg,https://www.toronto.ca/ext/pln/publicart/adambeck1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/adambeck1.jpg,None,10,Spadina-Fort York,1933,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38662863, 43.65085285]]}"
255,Public Art & Monuments Collection - City-Owned,206,Sumach Street and Eastern Ave,"Eunson, Scott / Lovink, Marianne",Site Specific,"steel, concrete",None,Existing,sitespecific1.jpg,https://www.toronto.ca/ext/pln/publicart/sitespecific1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sitespecific1.jpg,None,13,Toronto Centre,2015,"Site Specific, by Toronto- and Philidelphia-based artist team Scott Eunson and Marianne Lovink, uses the 40 metre long linear site to portray, in abstract pattern and form, a deep history of human existence in the immediate area, with an expanded focus on the era of Thornton and Lucie Blackburn, whose home was on the site of the adjacent Inglenook Secondary School. The artists worked with historian Karolyn Smart Frost and the students of the school in the making of the artwork and a related student exhibition. Site Specific brings visual poetry about the human stories that make a place.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35783316, 43.65428883]]}"
256,Public Art & Monuments Collection - City-Owned,10,University Avenue and Elm Street,"Adamson, Charles",Sons of England War Memorial,"bronze, masonry",None,Existing,sonsofengland.jpg,https://www.toronto.ca/ext/pln/publicart/sonsofengland.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sonsofengland.jpg,None,11,University-Rosedale,1923,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38896783, 43.65634795]]}"
257,Public Art & Monuments Collection - City-Owned,6,University Avenue and Queen Street,"Seymour Allward , Walter",South African War Memorial,"bronze, masonry",None,Existing,southafrican1.jpg,https://www.toronto.ca/ext/pln/publicart/southafrican1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/southafrican1.jpg,None,10,Spadina-Fort York,1910,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38662863, 43.65085285]]}"
258,Public Art & Monuments Collection - City-Owned,30,Lawrence Avenue and Bellamy Road,Unknown,Tabor Hill,"masonry, bronze",None,Existing,taborhill.jpg,https://www.toronto.ca/ext/pln/publicart/taborhill.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/taborhill.jpg,None,21,Scarborough Centre,1960,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.234467, 43.759827]]}"
259,Public Art & Monuments Collection - City-Owned,39,High Park,"Hubert, Dalwood,",The Temple,stainless steel,None,Existing,thetemple.jpg,https://www.toronto.ca/ext/pln/publicart/thetemple.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/thetemple.jpg,None,4,Parkdale-High Park,1967,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.463773, 43.651747]]}"
260,Public Art & Monuments Collection - City-Owned,36,"Lake Shore Boulevard West and Parkside Drive, Budapest Park","Tölgyesi, Victor",Tenth Anniversary of Hungarian Uprising 1956,bronze,None,Existing,hungarianfreedom.jpg,https://www.toronto.ca/ext/pln/publicart/hungarianfreedom.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/hungarianfreedom.jpg,None,4,Parkdale-High Park,1966,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.448879, 43.636732]]}"
261,Public Art & Monuments Collection - City-Owned,40,High Park,"Kadishman, Menashe",Three Disks,painted steel,None,Existing,threediscs.jpg,https://www.toronto.ca/ext/pln/publicart/threediscs.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/threediscs.jpg,None,4,Parkdale-High Park,1967,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.462954, 43.650397]]}"
262,Public Art & Monuments Collection - City-Owned,221,Bathurst and Vaughan,"Giroux, Christian /  Young, Daniel",Three Points Where Two Lines Meet,"aluminum, LEDs",None,Existing,threepoints.jpg,https://www.toronto.ca/ext/pln/publicart/threepoints.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/threepoints.jpg,None,12,Toronto-St. Paul's,2018,"Taking its form from the traffic island on which it sits, this artwork produces a new urban room by combining a multicoloured truss structure, the triangular plot it encloses, and an encircling sidewalk that acts as a podium and plinth. Located between the converging energies of uptown and downtown, the structure densifies an intersection already clotted with utilities, and challenges established forms of urbanism and spatial representation in Toronto.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41747976, 43.68105183]]}"
263,Public Art & Monuments Collection - City-Owned,45,"Yonge Street and Mill Street, York Mills Park","Wyn Wood, Elizabeth",Untitled,bronze,None,Existing,untitled_wynwood.jpg,https://www.toronto.ca/ext/pln/publicart/untitled_wynwood.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/untitled_wynwood.jpg,None,8,Eglinton-Lawrence,1967,None,None,The Starwood Group,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40591375, 43.74037726]]}"
264,Public Art & Monuments Collection - City-Owned,209,Tannery Rd and Front Street East,"Kawamata, Tadashi",Untitled (Toronto Lamp Posts),"lighting, steel",None,Existing,untitledlampposts1.jpg,https://www.toronto.ca/ext/pln/publicart/untitledlampposts1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/untitledlampposts1.jpg,None,13,Toronto Centre,2015,"Tadashi Kawamata's Untitled (Toronto Lamp Posts) is a twelve-metre-high tower that contrasts with the orthogonal geometry of buildings, street lines and the efficiently organized public space of the new Front Street in West Don Lands. The sculpture, which invites pedestrians into its centre, is an accumulation of lampposts that appear to hold themselves together as mikado sticks just before they fall. At night, the lamps are lit with energy-efficient bulbs, creating a bright internal volume.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.356308, 43.653079]]}"
265,Public Art & Monuments Collection - City-Owned,23,"Keele Street and Glenlake Avenue, Lithuania Park",Unknown,War Memorial,masonry,None,Existing,warmemorial.jpg,https://www.toronto.ca/ext/pln/publicart/warmemorial.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/warmemorial.jpg,None,4,Parkdale-High Park,1946,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46149049, 43.65830793]]}"
266,Public Art & Monuments Collection - City-Owned,208,Tannery Rd and Front Street East,"Marman, Jennifer / Borins, Daniel  / Khamsi, James  (FIRM a.d.)",Water Guardians,"painted steel, painted concrete",None,Existing,waterguardians1.jpg,https://www.toronto.ca/ext/pln/publicart/waterguardians1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/waterguardians1.jpg,None,13,Toronto Centre,2015,"The Water Guardians is an integrated artwork, landscape design and play project. It depicts three towering abstract figures, keeping watch over  into a stylized river made of recycled rubberized play surface, which flows underneath them. The riverway runs on the same axis as Front Street (east to west within the artwork site) and is punctuated by green mounds of rubberized play surface.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35486228, 43.65337254]]}"
267,Public Art & Monuments Collection - City-Owned,21,"276 St. Clair Avenue East, Loring-Wyle Parkette","Wyle, Florence",Young Girl,"bronze, masonry",None,Existing,YoungGirl.jpg,https://www.toronto.ca/ext/pln/publicart/YoungGirl.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/YoungGirl.jpg,None,11,University-Rosedale,1938,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38332824, 43.69037204]]}"
268,Public Art & Monuments Collection - City-Owned,220,Bay Street and St. Joseph Street,"Eloul, Kosso",Zen West,stainless steel,None,Existing,zenwest.jpg,https://www.toronto.ca/ext/pln/publicart/zenwest.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/zenwest.jpg,None,13,Toronto Centre,1980,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38772399, 43.6656449]]}"
269,Public Art & Monuments Collection - City-Owned,5,Portland Street and Niagara Street,"Seymour Allward , Walter",War of 1812 Memorial,"bronze, masonry",None,Existing,war1812.jpg,https://www.toronto.ca/ext/pln/publicart/war1812.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/war1812.jpg,None,10,Spadina-Fort York,1906,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39924106, 43.64245916]]}"
270,Public Art & Monuments Collection - City-Owned,13,"Hanlan's Point, Toronto Island","Hahn, Emanuel",Edward Hanlan,"bronze, masonry",None,Existing,hanlan.jpg,https://www.toronto.ca/ext/pln/publicart/hanlan.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/hanlan.jpg,None,10,Spadina-Fort York,1926,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3772755, 43.6152152]]}"
271,Public Art & Monuments Collection - City-Owned,None,"29 Lower River Street, Underpass Park","Raff, Paul",Mirage,None,None,Existing,mirage2.jpg,https://www.toronto.ca/ext/pln/publicart/mirage2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mirage2.jpg,None,13,Toronto Centre,2012,This installation of 57 octagonal mirror-polished stainless steel shapes applied to the underside of the Richmond/Adelaide overpasses draws inspiration from a mirage:  an optical illusion created by atmospheric conditions.  Each of the panels is slightly different in size and spacing to create a subtle sense of movement as their mirror polished surfaces bounce light around the space.,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35504675, 43.65603683]]}"
272,Public Art & Monuments Collection - City-Owned,17,College Street and Queen's Park Crescent East,Sir Thomas Brock,Robert Raikes,"bronze, masonry",None,Existing,robertraikes.jpg,https://www.toronto.ca/ext/pln/publicart/robertraikes.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/robertraikes.jpg,None,11,University-Rosedale,1930,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.392036, 43.660935]]}"
273,Public Art & Monuments Collection - City-Owned,29,"Memorial Park Avenue and Durant Avenue, Memorial Park","Gladstone, Gerald",Pylon,"concrete, bronze",None,Existing,pylon.jpg,https://www.toronto.ca/ext/pln/publicart/pylon.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/pylon.jpg,None,14,Toronto-Danforth,1960,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.32927016, 43.69191744]]}"
274,Public Art & Monuments Collection - City-Owned,188,"Sherbourne Street and Queens Quay East, Sherbourne Common","Anholt, Jill",Light Showers,"mixed metal, water",None,Existing,lightshowers1.jpg,https://www.toronto.ca/ext/pln/publicart/lightshowers1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lightshowers1.jpg,None,10,Spadina-Fort York,2011,"The three components of Light Showers are large-scale functional sculptures, which  celebrate the collection and purification of a new community's rainwater and  transform infrastructure into art. The series of works help to create a new gateway between Toronto and its waterfront whilst playing a crucial role in filtering and oxygenating stormwater from the entire district.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3654225, 43.64518228]]}"
275,Public Art & Monuments Collection - City-Owned,201,Bastion Street and Fort York Boulevard.,Bates / Moffat,OKTA,painted concrete,None,Existing,okta.jpg,https://www.toronto.ca/ext/pln/publicart/okta.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/okta.jpg,None,10,Spadina-Fort York,2014,"OKTA is an installation where multiple points of sound are distributed across the artwork site. A sensor aimed at the sky reads current cloud cover, which determines the sounds that are released across the installation. Just as clouds appear, change and disappear across the sky, so too will sounds - shifting, changing and ephemeral - move across the site.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40386609, 43.63755904]]}"
276,Percent for Public Art - Private Developer Program,None,30 British Columbia Rd,"McClelland, Niall",Don't Hate the Player,None,None,Existing,DontHateThePlayer3.jpg,https://www.toronto.ca/ext/pln/publicart/DontHateThePlayer3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/DontHateThePlayer3.jpg,None,10,Spadina-Fort York,2016,None,None,Maple Leaf Sports & Entertainment Ltd.,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42799519, 43.63213686]]}"
277,Percent for Public Art - Private Developer Program,None,224 King Street West,"Pernu, Jaakko",Runaway Forest,None,None,Existing,RunawayForest.jpg,https://www.toronto.ca/ext/pln/publicart/RunawayForest.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/RunawayForest.jpg,None,10,Spadina-Fort York,2015,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38727411, 43.64738014]]}"
278,Percent for Public Art - Private Developer Program,None,1235 Wilson Ave,"Marman, Jennifer / Borins, Daniel",Humber Molecule Trees,None,None,Existing,HumberMoleculeTrees1.jpg,https://www.toronto.ca/ext/pln/publicart/HumberMoleculeTrees1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/HumberMoleculeTrees1.jpg,None,6,York Centre,2017,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.48921562, 43.72425819]]}"
279,Public Art & Monuments Collection - City-Owned,None,Bay Street and St. Joseph Street,"MacLeod, Myfanwy",Primrose,bronze,None,Existing,Primrose.jpg,https://www.toronto.ca/ext/pln/publicart/Primrose.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Primrosethumb.jpg,None,13,Toronto Centre,2019,"Primrose is based, in part, on the story of a baby donkey who was born prematurely. Thanks to vets who fitted her with a pair of pink casts, Primrose was able to walk. This story embodies the phenomenon of heart-warming and inspirational news reports about animals. But the little donkey is more than just a way to end the news day on an upbeat note, she is also a creature deeply embedded in myth and folklore. In the West, the donkey has often been used to symbolically represent notions of service, suffering, humility, and peace. Primrose is part of a trilogy of monumental animal sculptures by MacLeod, along with The Birds (2010), and The Lady (2017), which draws on the symbolic language of animals in Western Christian art and literature.",None,None,None,portrait,NA,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.387967, 43.665723]]}"
280,Public Art & Monuments Collection - City-Owned,None,Lower Don Trail,"Lexier, Micah",Mechanisms for Suspending Coloured Shapes,None,None,Existing,ColouredShapesMain.jpg,https://www.toronto.ca/ext/pln/publicart/ColouredShapesMain.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/ColouredShapes.jpg,None,16,Don Valley East,2020,"Nine metal sculptures, positioned along the trail, lift coloured shapes high in the air. This artwork places scribbles of intense color within the natural landscape, creating moments of surprise and discovery. Playful and open-ended, the artwork shifts with the seasons, becoming increasingly visible as the trees shed their leaves.",None,City of Toronto,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.33354, 43.70371]]}"
281,Percent for Public Art - Private Developer Program,215,"1 York Street, PATH",Banksy,Artifact,None,None,Existing,artifact.jpg,https://www.toronto.ca/ext/pln/publicart/artifact.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/artifact.jpg,None,10,Spadina-Fort York,2017,None,None,Menkes,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.380085, 43.641956]]}"
282,Percent for Public Art - Private Developer Program,216,"1 York Street, PATH","Chou, Johnson / Hayward, Laura",Speculum,None,None,Existing,Speculum.jpg,https://www.toronto.ca/ext/pln/publicart/Speculum.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Speculum.jpg,None,10,Spadina-Fort York,2017,None,None,Menkes,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.380085, 43.641956]]}"
283,Percent for Public Art - Private Developer Program,217,1 York St. lobby,"Mori, Mariko",Infinite Energy,None,None,Existing,infiniteenergy.jpg,https://www.toronto.ca/ext/pln/publicart/infiniteenergy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/infiniteenergy.jpg,None,10,Spadina-Fort York,2018,None,None,Menkes,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.380941, 43.641204]]}"
284,Percent for Public Art - Private Developer Program,218,Bremner and Simcoe St. (Infinity Condominiums),"Priest, Margaret / Stables, Frasier",Untitled,None,None,Existing,UntitledMargaretPriestand FraserStables.jpg,https://www.toronto.ca/ext/pln/publicart/UntitledMargaretPriestandFraserStables.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/UntitledMargaretPriestandFraserStables.jpg,None,10,Spadina-Fort York,2005,"This piece goes around the corner along Bremner turning onto Simcoe. The ceiling lighting and the floor markings, as well as
scattered symbols on the pillars.",None,Conservatory Group,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.383214, 43.642305]]}"
285,Percent for Public Art - Private Developer Program,219,Downsview Park,Michael Singer Studio,Groundswell at Downsview Park,"Cast and sculpted aluminum, sculpted precast concrete, plantings, and low voltage lighting and solar system",None,Existing,GroundswellatDownsviewPark.jpg,https://www.toronto.ca/ext/pln/publicart/GroundswellatDownsviewPark.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/GroundswellatDownsviewPark.jpg,None,6,York Centre,2019,"Groundswell at Downsview Park is an integrated work of art by Artist Michael Singer embedded at several locations within the Stanley Greene Neighborhood of Downsview Park in Toronto, Ontario. Re-imagined by Canada Lands Company, Downsview Park is internationally recognized as one of the largest and most significant repurposing of post industrial land, originally marked by the 1999 international design competition won by Bruce Mau and Rem Koolhaas. Downsview Park is home to both open spaces and a multitude of metropolitan level public amenities, and will be ringed by newly developed residential neighborhoods and employment centers. Following a public art masterplan prepared by Andrew Davies Public Art Consulting, Groundswell constitutes the public art component of Stanley Greene, the first residential neighborhood to be built as part of the overall Downsview Park repurposing effort. Groundswell is based on the seasonal interactions of earth and water, the curious swelling of the bedrock underlying Toronto, and the upwelling and interweaving of cultures in Toronto as a whole. ""Groundswell: Southgate"" is comprised of several interrelated elements including sculpted benches, custom paving, and a sculpted retaining wall all created as if emerging from the ground; a distinct sculpture - Southgate Marker 2018 - forms the centerpiece of this area. The sculpture is comprised of interwoven metal components which support the growth of vines. The sculpted metal components blend a range of abstracted patterns that subtly reference textiles from some of the numerous cultures that live in the surrounding area. This contemporary filigree of intermixing patterns and textures with the sculpture's overall form and climbing vines is symbolic of both the mingling of diversity and it's rooting in a place. The reflection of sunlight and the complexity of shadows within and around the piece will vary over the course of each day and through the seasons, adding another layer of interplay. Counterpart to the cultural groundswell, the project plays off of the documented swelling of Toronto's shale bedrock as well as some of the minerals found in the region. Sculpted slab benches and walls rise from the ground as if through the swelling of the earth, their immense weight supported by an obscured base. Sculpted benches, a sculpted low retaining wall, and paving incorporate various patterns based on mineral formations from the region. These reliefs, such as one based on fluorite, are cast into the sculpted concrete pieces with the intention of surfacing and revealing otherwise buried complex natural formations. In this way, the swelling of the ground exposes these patterns and intermingles them with the impressions of the metal sculpture. ""Groundswell: Southgate"" is complimented by Groundswell: Westgate Columns, a series of sculptural columns at the neighborhood entrance. Westgate Columns includes eight volumetric sculpted columns set within a tree lined vegetated traffic median. Detailing at the column faces create a sense of layering and uncovering through the use of darkened voids within. At night the column faces glow, and the detailing create a visual layering that changes as one moves along the roadway or sidewalk. The columns support the growth of trained vines. ""Groundswell: Rainwalk Benches"" is a series of sculpted benches set within the neighborhood park rain garden. These relate to and link back to Groundswell: Southgate. As part of a 'mentee' program initiated and administered by Andrew Davies Public Art Consulting, local students provided the Artist with background research material and images related to their own personal topics of interest pertaining to the area and site. These materials formed some of the basis for the patterns and textures developed by the Artist for Groundswell.",None,Canada Lands Company,None,landscape,https://www.michaelsinger.com/project/groundswell-at-downsview-park/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.479327, 43.736148]]}"
286,Percent for Public Art - Private Developer Program,220,Sloping Sky Mews and Grand Magazine Street,"Cesta, Carlo",Drift,Jet cut aluminum with powder coated finish,None,Existing,Drift.jpg,https://www.toronto.ca/ext/pln/publicart/Drift.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Drift.jpg,None,10,Spadina-Fort York,2014,"The repeating patterns refer to compass points, stars and navigation which recall methods used by mariners seeking safe harbour.  The patterns accentuate the play of light and shadow on the building, and this subtle movement evokes the presence of nearby Lake Ontario -- tying the architecture to the fleeting passage of boats and people.",None,WEST HARBOUR CITY (III) RESIDENCES CORP.,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.402497, 43.636818]]}"
287,Percent for Public Art - Private Developer Program,221,150 and 155 Redpath,"Blue Republic / Passakas, Anna / Kudlinski, Radoslaw",Stargate,Painted Bronze & Painted Aluminum,None,Existing,Stargate.jpg,https://www.toronto.ca/ext/pln/publicart/Stargate.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Stargate.jpg,None,12,Toronto-St. Paul's,2020,"Emerging from two portals at 150 and 155 Redpath, this multi-component artwork, titled 'STARGATE', animates the neighbourhood with a crew of intergalactic characters in varying states of materialization, transforming a busy and populated corner of Canada's largest city into a window of outer space, Embodying Toronto's energy and diversity, STARGATE's brightly coloured protagonists remind us of our own feelings of arriving at a destination for the first time. Welcome their vibrant looks, enjoy their presence. Home at last.'
",None,Capital Developments and Freed Developments,None,landscape,http://bluerepublic.ca/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.393139, 43.708941]]}"
288,Percent for Public Art - Private Developer Program,222,454 Yonge Street,"Widgery, Catherine",Urban Fabric,Dichroic Glass in Aluminum Frame,None,Existing,urbanfabric.jpg,https://www.toronto.ca/ext/pln/publicart/urbanfabric.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/urbanfabric.jpg,None,13,Toronto Centre,2020,"Urban Fabric is inspired by the architecture of the building, the grid of glass and steel reminiscent of woven fabric. In repeated fragments, dichroic glass panels reflect the surroundings, weaving reflections of the city environment.",None,Canderel,None,portrait,https://widgery.com/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.383478, 43.662056]]}"
289,Percent for Public Art - Private Developer Program,223,17 and 19 Bathurst Street,"Göllner, Adrian",Warm By Night,Programmed LED Lighting,None,Existing,WarmByNight2.jpg,https://www.toronto.ca/ext/pln/publicart/WarmByNight2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WarmByNight2.jpg,None,13,Toronto Centre,2020,"Continuation of the rooftop lighting program that has been implemented over the past 18 years, throughout Concord CityPlace. This artwork was intended to create a distinct nighttime identity for the neighbourhood and to provide a sense of comfort and community. The program is visible from multiple viewpoints around Toronto and from the lake. It has served as a model which is now being taken up by many other developers around the city.",None,Concord Adex Development,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.399407, 43.637493]]}"
290,Percent for Public Art - Private Developer Program,224,100 Adelaide Street West,"Plensa, Jaume",Dreaming,"Polyester Resin, Marble Dust, Steel Internal Structure",None,Existing,Dreaming.jpg,https://www.toronto.ca/ext/pln/publicart/Dreaming.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Dreaming.jpg,"Installation of Dreaming by Jaume Plensa at Richmond-Adelaide Centre, 100 Adelaide Street West.",10,Spadina-Fort York,2020,"Dreaming (2017), ignites community and shared experiences that captivate Toronto's Financial District - where ideas are encouraged, and pedestrians look to listen in unison. At first glance, the large and powerful, white sculpture represents a portrait of a subdued young girl with closed eyes, 'The Key of the piece is the soul of the piece' focused on the interior of the earth and the souls of the people. The head is the most important part of our body is because it's the palace of dreams, the palace of wisdom, the palace of our more important questions. And that head for me, sits like a beautiful box in where we keep the most important secrets, the most important dreams, the most important invisible things in our life- What is Beauty? Everyone has the capacity to feel it. And I guess it's not directed to one or another culture, one or another colour of skin, one or another religion. No, beauty is beauty', states Plensa. Created with polyester resin and marble dust, this sculpture situated over eight meters high enhances the architectural narrative of Oxford's dynamic buildings; Plensa notes that 'It's the biggest piece I ever did as a single object - I've never done a piece as a single piece like this.' Plensa's public works create spaces for inner-reflection amidst the bustle of everyday life and dissolve boundaries, opening up community interaction. Plensa incorporates human connection, silence, self-identification and light into each of his unique works, bringing humanity to look inwards at their own beauty and become closer to one-another than ever before: 'I still remember Brancusi was talking about creating. And he said something probably very beautiful. He said, the importance is not to do. The importance is to feel the capacity to do it. And when you have that feeling, you create as a God, you order as a general, and you work as a slave. And I think that is key for the artist, no? This amazing energy when you feel that you are with the capacity to do it. And then you must do it'  - Jaume Plensa. JAUME PLENSA  Internationally celebrated Spanish artist Jaume Plensa (b. 1955) is one of the world's foremost sculptors working in the public realm with celebrated projects spanning the globe in such cities as Calgary, Chicago, San Diego, Montreal, London, Paris, Dubai, Bangkok, Shanghai, and Tokyo. Over the past 35 years the artist has produced a multifaceted body of work creating sculpture that speaks to the capacity and beauty of humanity.",None,Oxford Properties Group,None,landscape,https://www.tatarartprojects.com/art-consulting/100-adelaide-street-w-rnfwa,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.38315, 43.649586]]}"
291,Percent for Public Art - Private Developer Program,225,25 Richmond Street East and 20-26 Lombard Street,"Harvey, Katharine",Shea's Victoria,None,None,Existing,sheasvictoria.jpg,https://www.toronto.ca/ext/pln/publicart/sheasvictoria.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sheasvictoria.jpg,None,13,Toronto Centre,2020,"Shea's Victoria features 420 square feet of hand-painted glass to be installed at the base of new condominium towers at the corner of Victoria and Richmond streets. The artist designed colourful brushstrokes that are based on blueprints from the Beaux-Arts vaudeville theatre that once stood on the site over a century ago. The staggered repetitions of patterns reference the first 'moving pictures', and their luminous appearance is also a nod to filmic celluloid.",None,Great Gulf,None,landscape,https://katharineharvey.com/artwork-items/sheas-victoria/?portfolioCats=80,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.377268, 43.651997]]}"
